key,fields.summary,fields.issuetype.name,fields.issuetype.id,fields.status.name,fields.status.id,fields.resolution.name,fields.resolutiondate,fields.created,fields.updated,fields.assignee.name,fields.assignee.displayName,fields.assignee.key,fields.description,created,resolved
BOOKKEEPER-667,Client write will fail with BadMetadataVersion in case of multiple Bookie failures with AutoRecovery enabled,Bug,1,Resolved,5,Fixed,2013-08-13 13:02:24,2013-08-06 06:29:24,2013-08-13T13:11:50.000+0000,hustlmsp,Sijie Guo,hustlmsp,"Scenario:
------------
1. Start cluster of enough bookies, say 4, with autorecovery
2. Create ledger and write some entries.
3. Restart one of the bookies
4. again, write some more entries
5. wait for some time.. till autorecovery completes replication of first segment
6. Now restart one of the bookie of latest ensemble
7. continue to write.

Here second ensemble change will fail, throwing BadMetadataVersion
",2013-08-06 06:29:24,2013-08-13 13:02:24
BOOKKEEPER-668,Race between PerChannelBookieClient#channelDisconnected() and disconnect() calls can make clients hang while add/reading entries in case of multiple bookie failures,Bug,1,Resolved,5,Fixed,2013-08-20 10:52:21,2013-08-06 09:52:07,2013-08-20T11:27:15.000+0000,hustlmsp,Sijie Guo,hustlmsp,"1. Ledger was created with ensemble 2 and quorum as 2 and entries were written.
2. While reading entries, 2 BKs out of 3 in cluster were killed and restarted.
3. Client was hung at read call waiting for sync counter notification.

As though I was not able to reproduce this in some tries, but
By looking at the logs and code, following seems to be problem

1. BookieWatcher got the notification first for changes in available bookies.
2. PerChannelBookieClient#disconnect() called from BookieWatcher for failed bookies. This has set the 'this.channel=null;'
3. PerChannelBookieClient#channelDisconnected() call came now, and it proceeded silently without notifying errors to read ops.

So client is hung waiting for result.

",2013-08-06 09:52:07,2013-08-20 10:52:21
BOOKKEEPER-669,Race condition in ledger deletion and eviction from cache,Bug,1,Resolved,5,Fixed,2013-09-09 16:01:33,2013-08-08 00:59:18,2013-09-09T16:01:33.000+0000,rakeshr,Rakesh Radhakrishnan,rakeshr,"There is a race condition between when a ledger is delete and an eviction from
LedgerCache occur.

The resulting exception is:

{code}
14:06:24.754 [SyncThread] ERROR org.apache.bookkeeper.bookie.Bookie  -
Exception in SyncThread
java.lang.NullPointerException: null
        at
org.apache.bookkeeper.bookie.LedgerCacheImpl.evictFileInfoIfNecessary(LedgerCacheImpl.java:809)
~[bookkeeper-server-4.2.1.15.jar:4.2.2-SNAPSHOT]
        at
org.apache.bookkeeper.bookie.LedgerCacheImpl.getFileInfo(LedgerCacheImpl.java:267)
~[bookkeeper-server-4.2.1.15.jar:4.2.2-SNAPSHOT]
        at
org.apache.bookkeeper.bookie.LedgerCacheImpl.flushLedger(LedgerCacheImpl.java:425)
~[bookkeeper-server-4.2.1.15.jar:4.2.2-SNAPSHOT]
        at
org.apache.bookkeeper.bookie.LedgerCacheImpl.flushLedger(LedgerCacheImpl.java:382)
~[bookkeeper-server-4.2.1.15.jar:4.2.2-SNAPSHOT]
        at
org.apache.bookkeeper.bookie.InterleavedLedgerStorage.flush(InterleavedLedgerStorage.java:167)
~[bookkeeper-server-4.2.1.15.jar:4.2.2-SNAPSHOT]
        at org.apache.bookkeeper.bookie.Bookie$SyncThread.run(Bookie.java:330)
~[bookkeeper-server-4.2.1.15.jar:4.2.2-SNAPSHOT]
14:06:24.755 [SyncThread] INFO  org.apache.bookkeeper.bookie.Bookie  -
Triggering shutdown of Bookie-3181 with exitCode 5
14:06:24.768 [BookieShutdownTrigger] INFO  org.apache.bookkeeper.bookie.Bookie 
- Shutting down Bookie-3181 with exitCode 5
14:06:24.769 [BookieJournal-3181] WARN  org.apache.bookkeeper.bookie.Journal -
Journal exits when shutting down
{code}

The problem is that the openLedger list is a normal LinkedList and sometimes is
modified while synchronizing on fileInfoCache, other times on openLedgers, and
in other places it is accessed without synchronizing.",2013-08-08 00:59:18,2013-09-09 16:01:33
BOOKKEEPER-670,Longpoll Read & Piggyback Support,New Feature,2,Resolved,5,Fixed,2017-07-17 21:28:57,2013-08-09 00:01:41,2017-07-17T21:28:57.000+0000,sijie@apache.org,Sijie Guo,sijie@apache.org,"LastAddConfirmed (LAC) is a hint entry id carried on each entry written by a ledger writer, which indicates that all the entries before LAC have already acknowledged by the writer. So the reader is safe to read all the entries written before LAC.

Currently a bookkeeper reader doesn’t sync LAC with the bookkeeper writer. So a bookkeeper reader has to read LAC (aka LedgerHandle#readLastConfirmed) before getting the latest entries written by the writer.

Such polling behavior results in poor performance:
* Delay on reading entries if we are setting a larger polling interval.
** ReadLastConfirm needs to wait all the responses from all bookies in last ensemble. This constraint is required for Ledger Recovery Procedure, but not for the reader just needs to know latest LAC.
* It might Introduce useless polling loads to bookie servers if we are setting a smaller polling interval.

A notification mechanism is good to reduce round-trips that a reader spent on polling LAC.

",2013-08-09 00:01:41,2017-07-17 21:28:57
BOOKKEEPER-671,PerChannelBookieClient#channelDisconnected can error out other channel's requests,Bug,1,Resolved,5,Fixed,2017-10-09 09:39:05,2013-08-13 09:47:55,2017-10-09T09:39:05.000+0000,,,,"Consider the following.

# Client calls connect() [state=CONNECTING]
# Client calls disconnect() before connect finishes [state=DISCONNECTED]
# Client calls connect() [state=CONNECTING]
# Connect completes, client writes request [state=CONNECTED]
# channelDisconnected() from previous disconnect() called

The #channelDisconnected() call will then error out the write request. This is due to the fact that the outstanding request map belongs to the PerChannelBookieClient, rather than to the channel, even though they should belong to the socket on which they were sent out on.

The solution would be to move the completions into the ChannelHandlerContext. At the same time, we can get rid of the separate read and add lists. This information can be in the keys. Perhaps this fix can be done as part of the transaction id changes.
",2013-08-13 09:47:55,2017-10-09 09:39:05
BOOKKEEPER-672,Cleanup on LedgerMetadata,Bug,1,Resolved,5,Done,2017-10-09 09:38:44,2013-08-13 15:12:32,2017-10-09T09:38:44.000+0000,,,,"LedgerMetadata handling has a lot of corner cases and special handling. This has resulted in a lot of bugs in the past. This jira is to identify the root cause for why it has been so problematic, and to try and find a solution. ",2013-08-13 15:12:32,2017-10-09 09:38:44
BOOKKEEPER-673,Ledger length can be inaccurate in failure case,Bug,1,Resolved,5,Fixed,2013-10-14 16:32:44,2013-08-21 11:00:38,2014-05-30T14:33:15.000+0000,hustlmsp,Sijie Guo,hustlmsp,"Ledger length can be inconsistent if a ledger is closed by a writing client that encounters an error. For example, in a cluster with 3 bookies, and an ledger with a q3e3 configuration, if a bookie dies, the client will close the ledger when it fails to write an entry. However, it has already added the length of the failed entry to the local ledger length, and this is what is stored to zk.",2013-08-21 11:00:38,2013-10-14 16:32:44
BOOKKEEPER-674,Tooling wishlist,Wish,5,Resolved,5,Done,2017-10-09 09:38:27,2013-08-22 09:38:55,2017-10-09T09:38:27.000+0000,,,,"One of the issues brought up when I was in California was the lack of tooling for bookkeeper. As such, I'm creating this wishlist as a place to discuss tooling and to create a list of the tools missing. Before 4.3.0 we should go through the suggestions and implement the most useful stuff.",2013-08-22 09:38:55,2017-10-09 09:38:27
BOOKKEEPER-675,Log noise fixup before cutting 4.2.2,Wish,5,Resolved,5,Fixed,2013-09-10 22:36:51,2013-08-22 15:22:13,2013-09-10T23:11:47.000+0000,ikelly,Ivan Kelly,ikelly,"The message isn't a warning, but an information message that tells you that you initiated your cluster before instance ids existed, as such it should be info level so it doesn't show up on monitoring systems.

WARN  org.apache.bookkeeper.bookie.Bookie  - INSTANCEID not exists in
zookeeper. Not considering it for data verification 

",2013-08-22 15:22:13,2013-09-10 22:36:51
BOOKKEEPER-676,Make add asynchrounous in ledger recovery,Bug,1,Resolved,5,Fixed,2013-10-14 15:39:10,2013-08-23 04:26:39,2013-10-14T16:15:06.000+0000,i0exception,Aniruddha,i0exception,"currently, recovery read needs to wait until add finished. it would take a long time for ledger recovery if there are lots of entries needs to recover. read next and add current could be sent in parallel.

this ticket is for merging change: https://github.com/twitter/bookkeeper/commit/e7ff599869a35c24ebd255a20fa6c70c32b559f5",2013-08-23 04:26:39,2013-10-14 15:39:10
BOOKKEEPER-678,BookieServer shutdown hangs indefinitely at NioServerSocketChannelFactory.releaseExternalResources,Bug,1,Resolved,5,Fixed,2013-11-22 09:41:21,2013-09-01 09:18:58,2013-11-22T09:58:24.000+0000,rakeshr,Rakesh Radhakrishnan,rakeshr,"BookieFailureTest testcase hangs randomly in my environment(Windows 7), when I checked the threaddump, its waiting at NIO's releaseExternalResources. Please have a look at the following threaddump.

{code}
""Thread-6"" prio=6 tid=0x0000000007676800 nid=0x19ac waiting on condition [0x000000000b1ae000]
   java.lang.Thread.State: TIMED_WAITING (parking)
	at sun.misc.Unsafe.park(Native Method)
	- parking to wait for  <0x00000000c3278068> (a java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject)
	at java.util.concurrent.locks.LockSupport.parkNanos(LockSupport.java:196)
	at java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.awaitNanos(AbstractQueuedSynchronizer.java:2025)
	at java.util.concurrent.ThreadPoolExecutor.awaitTermination(ThreadPoolExecutor.java:1261)
	at org.jboss.netty.util.internal.ExecutorUtil.terminate(ExecutorUtil.java:107)
	at org.jboss.netty.channel.socket.nio.NioServerSocketChannelFactory.releaseExternalResources(NioServerSocketChannelFactory.java:146)
	at org.apache.bookkeeper.proto.BookieNettyServer.shutdown(BookieNettyServer.java:149)
	at org.apache.bookkeeper.proto.BookieServer.shutdown(BookieServer.java:138)
	- locked <0x00000000c3277ca8> (a org.apache.bookkeeper.proto.BookieServer)
	at org.apache.bookkeeper.test.BookieFailureTest.auxTestReadWriteAsyncSingleClient(BookieFailureTest.java:177)
	at org.apache.bookkeeper.test.BookieFailureTest.testAsyncBK3(BookieFailureTest.java:114)
{code}

Also, full threaddump is attached to this JIRA.",2013-09-01 09:18:58,2013-11-22 09:41:21
BOOKKEEPER-679,Bookie should exit with non-zero if NIOServer crashes with Error,Bug,1,Resolved,5,Fixed,2013-09-09 10:29:51,2013-09-04 15:49:17,2013-09-09T10:29:51.000+0000,ikelly,Ivan Kelly,ikelly,"Currently, if NIOServerFactory throws something like OutOfMemoryError, bookie process will exit with 0. This is bad, as monitoring tools will take it to mean a normal shutdown and not restart.",2013-09-04 15:49:17,2013-09-09 10:29:51
BOOKKEEPER-683,TestSubAfterCloseSub fails on 4.2,Bug,1,Resolved,5,Fixed,2013-09-27 09:38:15,2013-09-12 20:27:44,2013-09-27T10:12:16.000+0000,jiannan,Jiannan Wang,jiannan,Test failure when checking the release candidate.,2013-09-12 20:27:44,2013-09-27 09:38:15
BOOKKEEPER-684,"ZK logging is oververbose, can cause oom in tests",Bug,1,Resolved,5,Fixed,2013-09-19 21:18:02,2013-09-13 09:47:46,2013-09-19T21:18:02.000+0000,ikelly,Ivan Kelly,ikelly,"Some tests, GcLedgerTests for example, create a lot of ledgers (30k) which causes a lot of zk writes. This causes a lot of zk logging, which can fill the log buffer and cause an oom when you're running with very little memory.

Fix is trivial. zk should be set to only log at error level in log4j.properties.",2013-09-13 09:47:46,2013-09-19 21:18:02
BOOKKEEPER-685,Race in compaction algorithm from BOOKKEEPER-664,Bug,1,Resolved,5,Fixed,2013-10-02 09:53:02,2013-09-13 19:15:03,2013-10-02T09:53:02.000+0000,ikelly,Ivan Kelly,ikelly,"I discovered a race in the algorithm when I was forward porting to trunk.

1) Thread1: flushed.set(false)
2) Thread2: onRotateEntryLog() // flushed.set(true)
3) Thread1: entryLogger addEntry L123-E456
4) Thread1: offsets > max, waits for flushed, flushed is true(as set in 2), L123-E456 updated in ledger cache
5) T2: L123 flushed out of ledger cache
6) Crash

This will possible lose 1 entry. I've only reasoned this, not observed it, but it can happen.

The fix is pretty easy. EntryLoggerListener should notify with the point offset in the entry log it has synced as far as. 
      
",2013-09-13 19:15:03,2013-10-02 09:53:02
BOOKKEEPER-686,Bookie startup will fail if one of the configured ledgerDir is full and the same is used for replaying the journal,Bug,1,Resolved,5,Fixed,2013-10-02 05:02:25,2013-09-29 08:06:17,2013-10-02T05:50:49.000+0000,rakeshr,Rakesh Radhakrishnan,rakeshr,"When bookie startup, entry logger is randomly picking one of the configured ledger directory and creates a new log to write. Now journal will be replaying the entries and add to the entry logger.

Unfortunately, if the randomly selected ledger directory is full, then it will immediately fail the bookie startup. Here Bookie is not efficiently filtering the writable ledger directories and utilizing all the available ledger directories.",2013-09-29 08:06:17,2013-10-02 05:02:25
BOOKKEEPER-687,Use static final Logger for hedwig related modules,Improvement,4,Closed,6,Fixed,2015-07-16 06:30:25,2013-10-02 05:12:39,2016-05-16T21:47:53.000+0000,ankurgarg9,Ankur Garg,ankurgarg9,,2013-10-02 05:12:39,2015-07-16 06:30:25
BOOKKEEPER-688,NPE exception in PerChannelBookieClient,Bug,1,Resolved,5,Fixed,2014-03-04 08:21:00,2013-10-04 07:09:29,2014-03-04T08:21:34.000+0000,ikelly,Ivan Kelly,ikelly,"NPE exception in PerChannelBookieClient:

{code}
2013-10-04 11:56:34,526 - INFO  - [NIOServerFactory-15099:NIOServerFactory$Cnxn@246] - Peer closed connection. rc=-1 java.nio.channels.SocketChannel[connected local=/10.18.170.130:15099 remote=/10.18.170.130:53945]
2013-10-04 11:56:34,526 - INFO  - [Thread-93:PerChannelBookieClient@493] - Disconnected from bookie channel [id: 0x006287d3, /10.18.170.130:53945 :> /10.18.170.130:15099]
2013-10-04 11:56:34,526 - INFO  - [New I/O client worker #90-3:PerChannelBookieClient$1@137] - Successfully connected to bookie: [id: 0x01964fe8, /10.18.170.130:53951 => /10.18.170.130:15100]
2013-10-04 11:56:34,542 - INFO  - [NIOServerFactory-15100:NIOServerFactory$Cnxn@246] - Peer closed connection. rc=-1 java.nio.channels.SocketChannel[connected local=/10.18.170.130:15100 remote=/10.18.170.130:53951]
2013-10-04 11:56:34,542 - INFO  - [Thread-93:PerChannelBookieClient@493] - Disconnected from bookie channel [id: 0x01964fe8, /10.18.170.130:53951 :> /10.18.170.130:15100]
2013-10-04 11:56:34,542 - WARN  - [New I/O client worker #90-3:PerChannelBookieClient@274] - Add entry operation failed
java.lang.NullPointerException
	at org.apache.bookkeeper.proto.PerChannelBookieClient.addEntry(PerChannelBookieClient.java:258)
	at org.apache.bookkeeper.proto.BookieClient$2.operationComplete(BookieClient.java:138)
	at org.apache.bookkeeper.proto.BookieClient$2.operationComplete(BookieClient.java:1)
	at org.apache.bookkeeper.proto.PerChannelBookieClient$1.operationComplete(PerChannelBookieClient.java:173)
	at org.jboss.netty.channel.DefaultChannelFuture.notifyListener(DefaultChannelFuture.java:381)
	at org.jboss.netty.channel.DefaultChannelFuture.notifyListeners(DefaultChannelFuture.java:372)
	at org.jboss.netty.channel.DefaultChannelFuture.setSuccess(DefaultChannelFuture.java:316)
	at org.jboss.netty.channel.socket.nio.NioWorker$RegisterTask.run(NioWorker.java:767)
	at org.jboss.netty.channel.socket.nio.NioWorker.processRegisterTaskQueue(NioWorker.java:256)
	at org.jboss.netty.channel.socket.nio.NioWorker.run(NioWorker.java:198)
	at org.jboss.netty.util.ThreadRenamingRunnable.run(ThreadRenamingRunnable.java:108)
	at org.jboss.netty.util.internal.DeadLockProofWorker$1.run(DeadLockProofWorker.java:44)
	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:885)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:907)
	at java.lang.Thread.run(Thread.java:619)
4 Oct, 2013 11:56:34 AM org.jboss.netty.channel.DefaultChannelFuture
WARNING: An exception was thrown by ChannelFutureListener.
{code}

Here the operation which is performed is
step-1 addEntry asynchronously
step-2 Immediately after adding the entry, close the bookie client",2013-10-04 07:09:29,2014-03-04 08:21:00
BOOKKEEPER-689,BookKeeperTest failure,Bug,1,Resolved,5,Fixed,2014-03-07 18:15:22,2013-10-04 18:16:50,2014-03-07T18:15:22.000+0000,hustlmsp,Sijie Guo,hustlmsp,"Tests run: 12, Failures: 1, Errors: 0, Skipped: 0, Time elapsed: 49.385 sec <<< FAILURE!
testCloseDuringOp[1](org.apache.bookkeeper.client.BookKeeperTest)  Time elapsed: 14.74 sec  <<< FAILURE!
junit.framework.AssertionFailedError: Close never completed
        at junit.framework.Assert.fail(Assert.java:47)
        at junit.framework.Assert.assertTrue(Assert.java:20)
        at org.apache.bookkeeper.client.BookKeeperTest.testCloseDuringOp(BookKeeperTest.java:217)
        at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
        at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
        at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
        at java.lang.reflect.Method.invoke(Method.java:601)
        at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:44)
        at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:15)
        at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:41)
        at org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:20)
        at org.junit.internal.runners.statements.FailOnTimeout$1.run(FailOnTimeout.java:28)",2013-10-04 18:16:50,2014-03-07 18:15:22
BOOKKEEPER-690,Add state diagram in document,Task,3,Resolved,5,Fixed,2014-07-29 07:32:39,2013-10-08 05:29:27,2014-10-07T09:57:31.000+0000,rakeshr,Rakesh Radhakrishnan,rakeshr,Add client state diagram for bookkeeper client in document.,2013-10-08 05:29:27,2014-07-29 07:32:39
BOOKKEEPER-695,Some entry logs are not removed from the bookie storage,Bug,1,Closed,6,Fixed,2015-09-25 06:05:37,2013-10-16 21:34:21,2016-02-18T21:43:20.000+0000,mmerli,Matteo Merli,mmerli,"Some entry logs appear to be truncated (possible at a momemnt when the bookie
was shut down) and the compaction is never getting rid of them:

{code}
00:00:06.448 [GarbageCollectorThread] INFO o.a.b.bookie.GarbageCollectorThread - Extracting entry log meta from entryLogId: 1497
00:00:07.140 [GarbageCollectorThread] WARN  o.a.b.bookie.GarbageCollectorThread - Premature exception when processing 1497 recovery will take care of the problem
java.io.IOException: Short read for ledger entry from entryLog 1497@718702792(31356!=32840)
        at org.apache.bookkeeper.bookie.EntryLogger.scanEntryLog(EntryLogger.java:514) ~[bookkeeper-server-4.2.1.15.jar:4.2.2-SNAPSHOT]
        at org.apache.bookkeeper.bookie.GarbageCollectorThread.extractMetaFromEntryLog(GarbageCollectorThread.java:572) [bookkeeper-server-4.2.1.15.jar:4.2.2-SNAPSHOT]
        at org.apache.bookkeeper.bookie.GarbageCollectorThread.extractMetaFromEntryLogs(GarbageCollectorThread.java:549) [bookkeeper-server-4.2.1.15.jar:4.2.2-SNAPSHOT]
        at org.apache.bookkeeper.bookie.GarbageCollectorThread.run(GarbageCollectorThread.java:268) [bookkeeper-server-4.2.1.15.jar:4.2.2-SNAPSHOT]
{code}

These entry logs are not being removed: 
{code}
$ ll -h *.log
-rw-r--r-- 1 yahoo users 686M Jul 17 10:45 5d9.log
-rw-r--r-- 1 yahoo users 634M Jul 27 19:31 b2d.log
-rw-r--r-- 1 yahoo users 1.5G Jul 28 15:22 b35.log
-rw-r--r-- 1 yahoo users 2.0G Aug  4 04:57 dbd.log
-rw-r--r-- 1 yahoo users 2.0G Aug  4 04:58 dbe.log
.....
{code}
",2013-10-16 21:34:21,2015-09-25 06:05:37
BOOKKEEPER-696,stats collection on bookkeeper client,Sub-task,7,Resolved,5,Fixed,2014-01-21 04:19:52,2013-10-29 06:45:23,2014-01-21T05:02:36.000+0000,i0exception,Aniruddha,i0exception,Stats for bookkeeper client.,2013-10-29 06:45:23,2014-01-21 04:19:52
BOOKKEEPER-697,stats collection on bookkeeper server,Sub-task,7,Resolved,5,Fixed,2014-08-02 18:02:41,2013-10-29 06:46:09,2014-08-06T05:31:01.000+0000,i0exception,Aniruddha,i0exception,Stats collection on bookkeeper server.,2013-10-29 06:46:09,2014-08-02 18:02:41
BOOKKEEPER-698,Bookie client closure is not considering timeoutExecutor,Bug,1,Resolved,5,Fixed,2013-10-30 05:00:13,2013-10-29 08:37:18,2013-10-30T05:29:25.000+0000,rakeshr,Rakesh Radhakrishnan,rakeshr,"'timeoutExecutor' is leaking for every bookie client, it should be closed during bookie client closure. I've seen in tests, scheduler is running and periodically executing the TimeoutTask even after bk client closure.

Also, timeoutExecutor is missing thread name. IMHO, no need to raise another issue, just including the small change with this JIRA.",2013-10-29 08:37:18,2013-10-30 05:00:13
BOOKKEEPER-699,Codahale metrics implementation of stats API,Improvement,4,Resolved,5,Fixed,2013-11-09 18:50:33,2013-10-29 17:58:28,2013-11-09T19:31:24.000+0000,ikelly,Ivan Kelly,ikelly,"As title says, add codahale metrics implementation of stats collection.",2013-10-29 17:58:28,2013-11-09 18:50:33
BOOKKEEPER-700,GarbageCollectorThread exsiting with ArrayIndexOutOfBoundsException,Bug,1,Resolved,5,Fixed,2013-10-30 15:28:32,2013-10-30 09:17:16,2013-11-01T07:06:11.000+0000,rakeshr,Rakesh Radhakrishnan,rakeshr,"After completing compaction, GarbageCollectorThread will do flush any outstanding offsets. When there is no offset present, its throwing following exception and exiting.

{code}
2013-10-30 11:37:20,944 - ERROR - [GarbageCollectorThread:NIOServerCnxnFactory$1@49] - Thread Thread[GarbageCollectorThread,5,main] died
java.lang.ArrayIndexOutOfBoundsException: -1
	at java.util.ArrayList.get(ArrayList.java:324)
	at org.apache.bookkeeper.bookie.GarbageCollectorThread$CompactionScannerFactory.waitEntrylogFlushed(GarbageCollectorThread.java:151)
	at org.apache.bookkeeper.bookie.GarbageCollectorThread$CompactionScannerFactory.flush(GarbageCollectorThread.java:175)
	at org.apache.bookkeeper.bookie.GarbageCollectorThread.doCompactEntryLogs(GarbageCollectorThread.java:400)
	at org.apache.bookkeeper.bookie.GarbageCollectorThread.run(GarbageCollectorThread.java:309)
{code}",2013-10-30 09:17:16,2013-10-30 15:28:32
BOOKKEEPER-701,Improve exception handling of Bookkeeper threads,Improvement,4,Resolved,5,Fixed,2013-12-06 06:39:56,2013-11-01 07:01:37,2013-12-06T07:13:33.000+0000,rakeshr,Rakesh Radhakrishnan,rakeshr,"This JIRA discusses how to improve the exception handling of bookkeeper threads. As part of this it needs to review all the bookkeeper threads, if any unhandled exception from a thread, it should,
- log a loud error when a thread dies. 
- exit if any of the critical thread dies.

Please have a look at BOOKKEEPER-700 to know the initial discussions.",2013-11-01 07:01:37,2013-12-06 06:39:56
BOOKKEEPER-703,Document all the settings added in BOOKKEEPER-656,Sub-task,7,Resolved,5,Fixed,2014-01-24 08:26:44,2013-11-10 02:28:49,2014-01-25T07:05:07.000+0000,hustlmsp,Sijie Guo,hustlmsp,As summary.,2013-11-10 02:28:49,2014-01-24 08:26:44
BOOKKEEPER-704,reconnectable zookeeper client wrapper,Sub-task,7,Resolved,5,Fixed,2014-08-18 21:00:32,2013-11-10 06:11:19,2014-10-07T09:58:03.000+0000,hustlmsp,Sijie Guo,hustlmsp,create a reconnectable zookkeeper client wrapper to handle session expire event.,2013-11-10 06:11:19,2014-08-18 21:00:32
BOOKKEEPER-708,Shade protobuf library to avoid incompatible versions,Bug,1,Resolved,5,Fixed,2014-02-02 05:34:26,2013-11-10 22:02:12,2014-03-07T17:56:37.000+0000,rakeshr,Rakesh Radhakrishnan,rakeshr,"as offline discussion, we need to shade protobuf library for BKJM as hadoop uses protobuf 2.5.

this is planned on version 4.2.3 and 4.3.0.",2013-11-10 22:02:12,2014-02-02 05:34:26
BOOKKEEPER-709,SlowBookieTest#testSlowBookie fails intermittently,Bug,1,Resolved,5,Fixed,2014-01-03 17:12:59,2013-11-23 03:39:01,2014-01-03T17:44:58.000+0000,rakeshr,Rakesh Radhakrishnan,rakeshr,"SlowBookieTest#testSlowBookie fails intermittently when verifying the result of addEntry. 

{code}
junit.framework.AssertionFailedError: expected:<0> but was:<-559038737>
	at junit.framework.Assert.fail(Assert.java:47)
	at junit.framework.Assert.failNotEquals(Assert.java:283)
	at junit.framework.Assert.assertEquals(Assert.java:64)
	at junit.framework.Assert.assertEquals(Assert.java:195)
	at junit.framework.Assert.assertEquals(Assert.java:201)
	at org.apache.bookkeeper.client.SlowBookieTest.testSlowBookie(SlowBookieTest.java:82)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
{code}",2013-11-23 03:39:01,2014-01-03 17:12:59
BOOKKEEPER-710,OpenLedgerNoRecovery should watch ensemble change.,Bug,1,Resolved,5,Fixed,2014-04-11 23:35:29,2013-11-23 06:22:54,2014-04-11T23:35:29.000+0000,hustlmsp,Sijie Guo,hustlmsp,"LedgerHandle opened by openLedgerNoRecovery should watch ensemble change. otherwise, readLastConfirmed & readEntries will stuck if there are ensemble changes in the ledger.",2013-11-23 06:22:54,2014-04-11 23:35:29
BOOKKEEPER-770,Please delete old releases from mirroring system,Bug,1,Resolved,5,Done,2017-10-09 09:31:45,2013-11-26 17:52:55,2017-10-09T09:31:45.000+0000,,,,"To reduce the load on the ASF mirrors, projects are required to delete old releases.

Please can you remove all non-current releases?

[Note that older releases are always available from the ASF archive server]

Thanks.

",2013-11-26 17:52:55,2017-10-09 09:31:45
BOOKKEEPER-711,bookkeeper-daemon.sh will not remove the pid file on successful stop,Bug,1,Resolved,5,Fixed,2013-12-05 06:34:01,2013-12-03 09:08:01,2013-12-05T07:13:12.000+0000,vinayakumarb,Vinayakumar B,vinayrpet,"bookkeeper-daemon.sh will not remove the pid file one successfull stop.

This may result in startup failure, if the same PID is used by some other process at that time.

",2013-12-03 09:08:01,2013-12-05 06:34:01
BOOKKEEPER-712,bookkeeper script should use 'java' from JAVA_HOME,Bug,1,Resolved,5,Fixed,2013-12-05 06:36:17,2013-12-05 03:14:36,2013-12-05T07:13:13.000+0000,vinayakumarb,Vinayakumar B,vinayrpet,"Currently bookkeeper script is running using the default 'java' from the PATH.

But it should check JAVA_HOME and use JAVA_HOME/bin/java",2013-12-05 03:14:36,2013-12-05 06:36:17
BOOKKEEPER-713,Bookie should store the cookie in zookeeper first,Bug,1,Resolved,5,Invalid,2013-12-06 08:34:08,2013-12-06 06:57:10,2013-12-06T08:34:08.000+0000,vinayakumarb,Vinayakumar B,vinayrpet,"following code in {{Bookie#checkEnvironment(..)}} should store the cookie in zookeeper and then to local disks for {{newEnv}}
{code}            if (newEnv) {
                if (missedCookieDirs.size() > 0) {
                    LOG.debug(""Directories missing cookie file are {}"", missedCookieDirs);
                    masterCookie.writeToDirectory(journalDirectory);
                    for (File dir : allLedgerDirs) {
                        masterCookie.writeToDirectory(dir);
                    }
                }
                masterCookie.writeToZooKeeper(zk, conf);
            }{code}

Otherwise if the {{masterCookie.writeToZooKeeper(zk, conf);}} fails due to some exception, then bookie cannot start again.",2013-12-06 06:57:10,2013-12-06 08:34:08
BOOKKEEPER-714,Logging channel exceptions in PerChannelBookieClient,Bug,1,Resolved,5,Fixed,2014-03-10 02:07:41,2013-12-31 07:06:27,2014-03-10T02:07:41.000+0000,hustlmsp,Sijie Guo,hustlmsp,Logging channel exceptions in PerChannelBookieClient to identify channel connect issue.,2013-12-31 07:06:27,2014-03-10 02:07:41
BOOKKEEPER-715,bookie: delay dropping journal cached pages,Sub-task,7,Resolved,5,Fixed,2014-03-07 12:31:15,2013-12-31 07:58:00,2014-03-07T13:15:31.000+0000,hustlmsp,Sijie Guo,hustlmsp,"As journal writes aren't aligned to sector size, if bookie drops cached pages immediately, journal has to read those pages again, which would impact journal write performance.",2013-12-31 07:58:00,2014-03-07 12:31:15
BOOKKEEPER-716,padding writes for bookie journal,Sub-task,7,Resolved,5,Fixed,2014-04-29 20:09:16,2013-12-31 08:01:04,2014-04-29T20:44:44.000+0000,hustlmsp,Sijie Guo,hustlmsp,"it would be better to pad journal writes to align sector size, which to avoid second syncing corrupt an already synced sector/page.",2013-12-31 08:01:04,2014-04-29 20:09:16
